#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
plot_weaken_fellow_vassal_desc;[This.Holder.GetTitledName] hátországának meggyengítése azzal, hogy az [This.Holder.GetHerHis] birtokait és a [This.GetFullName] titulust az [This.Holder.GetHerHis] egyik hûbéresének felajánljuk.;Affaiblir la source de pouvoir de [This.Holder.GetTitledName] en démembrant ses seigneuries et en accordant [This.GetFullName] à l'un de ses vassaux.;[This.Holder.GetTitledName] hátországának meggyengítése azzal, hogy az [This.Holder.GetHerHis] birtokait és a [This.GetFullName] titulust az [This.Holder.GetHerHis] egyik hûbéresének felajánljuk.;;Debilita el poder de [This.Holder.GetTitledName] dividiendo [This.Holder.GetHerHis] posesiones y entregando el [This.GetFullName] a uno de [This.Holder.GetHerHis] vasallos.;;;;;;;;;x
plot_weaken_fellow_vassal_decision;[Root.GetObjective];[Root.GetPlot];[Root.GetObjective];;[Root.GetPlot];;;;;;;;;x
plot_weaken_fellow_vassal_decision_desc;Eljött a tettek ideje, ultimátumot kell küldeni [Root.PlotTarget.GetTitledName] személyének.;Déclencher le complot en envoyant un ultimatum à [Root.PlotTarget.GetTitledName];Eljött a tettek ideje, ultimátumot kell küldeni [Root.PlotTarget.GetTitledName] személyének.;;Impulsar el complot enviando un ultimatum a [Root.PlotTarget.GetTitledName].;;;;;;;;;x
plot_weaken_fellow_vassal_decision_liege;Meg kell próbálni [Root.TopLiege.GetTitledFirstName] személyét a cinkosaink közé beszervezni.;Solliciter le soutien de [Root.TopLiege.GetTitledFirstName].;Meg kell próbálni [Root.TopLiege.GetTitledFirstName] személyét a cinkosaink közé beszervezni.;;Obtener el apoyo de [Root.TopLiege.GetTitledFirstName].;;;;;;;;;x
plot_weaken_fellow_vassal_decision_liege_desc;Meg kell próbálni [Root.TopLiege.GetTitledFirstName] személyét a cinkosaink közé szervezni, hogy [Root.PlotTarget.GetTitledName] birtokait felosszuk azáltal, hogy [Root.TopLiege.GetHerHim] levelet küldünk. Ha [Root.TopLiege.GetTitle] nem támogatja a cselszövést, lehet az udvar tudomást szerez a tervünkrõl...;Solliciter par l'envoi d'une lettre le soutien de [Root.TopLiege.GetTitledFirstName] vis-à-vis du démembrent des seigneuries de [Root.PlotTarget.GetTitledName]. Si, toutefois, le [Root.TopLiege.GetTitle] ne soutient pas notre complot, il est probable qu'il le dénonce…;Meg kell próbálni [Root.TopLiege.GetTitledFirstName] személyét a cinkosaink közé szervezni, hogy [Root.PlotTarget.GetTitledName] birtokait felosszuk azáltal, hogy [Root.TopLiege.GetHerHim] levelet küldünk. Ha [Root.TopLiege.GetTitle] nem támogatja a cselszövést, lehet az udvar tudomást szerez a tervünkrõl...;;Obtener el apoyo de [Root.TopLiege.GetTitledFirstName] para dividir los territorios de [Root.PlotTarget.GetTitledName] enviando[Root.TopLiege.GetHerHim] una carta. Si el [Root.TopLiege.GetTitle] no lo apoya, será filtrada a la corte...;;;;;;;;;x
EVTDESC7500;Drága [Root.GetTitle], többen a leghûségesebb alattvalóid közül, engem is beleértve, úgy érezzük, hogy [From.PlotTarget.GetTitledName] túl sok hatalmat és titulust halmozott fel, mint azt az [From.PlotTarget.GetHerHis] pozíciója lehetõvé tenné. Ha te kedvesen megkérnéd [From.PlotTarget.GetHerHim], hogy [From.PlotTargetTitle.GetFullName] területét egy hûbéresére átruházza, tudva, hogy a mi teljes támogatásunk élvezed.\n\nAlulírott,\n[From.GetTitledName];Mon [Root.GetTitle], tout comme bon nombre de vos loyaux sujets, il me semble que [From.PlotTarget.GetTitledName] a amassé plus de pouvoir et de titres que ne devrait lui conférer son statut. S’il advenait que vous soyez amené à lui conseiller, amicalement, d’abdiquer le titre du [From.PlotTargetTitle.GetFullName] au profit de l’un de ses vassaux, soyez assuré que nous y apporterons notre entier dévouement.\n\nSigné,\n[From.GetTitledName];Drága [Root.GetTitle], többen a leghûségesebb alattvalóid közül, engem is beleértve, úgy érezzük, hogy [From.PlotTarget.GetTitledName] túl sok hatalmat és titulust halmozott fel, mint azt az [From.PlotTarget.GetHerHis] pozíciója lehetõvé tenné. Ha te kedvesen megkérnéd [From.PlotTarget.GetHerHim], hogy [From.PlotTargetTitle.GetFullName] területét egy hûbéresére átruházza, tudva, hogy a mi teljes támogatásunk élvezed.\n\nAlulírott,\n[From.GetTitledName];;Mi [Root.GetTitle], muchos de tus leales vasallos, incluido yo mismo, creemos que [From.PlotTarget.GetTitledName] ha acumulado demasiado poder y títulos en oposición a lo que merece. Si fueras tan ambale de sugerirle abdicar su título de [From.PlotTargetTitle.GetFullName] a uno de sus vasallos, debes saber que esta decisión será recibida con júbilo.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA7500;Egy elõrelátó kezdeményezés;Une initiative louable.;Egy elõrelátó kezdeményezés;;Una iniciativa encomiable.;;;;;;;;;x
EVTOPTB7500;Nem veszek részt ilyen ármánykodásban;Je ne prendrais pas part à cette manigance.;Nem veszek részt ilyen ármánykodásban;;No participaré en esta estratagema;;;;;;;;;x
EVTTOOLTIP7500;[Root.TopLiege.GetTitledFirstName] egy levelet fog kapni.;[Root.TopLiege.GetTitledFirstName] reçoit une missive.;[Root.TopLiege.GetTitledFirstName] egy levelet fog kapni.;;[Root.TopLiege.GetTitledFirstName] recibe una carta.;;;;;;;;;x
EVTDESC7501;[Root.PlotTarget.GetTitledName] növekvõ befolyását illetõen véleményeink egyeznek. A birodalom érdekében, kapcsolatot kell létesíteni [Root.PlotTarget.GetHerHim] személyével és kialakítani a javaslatod elfogadható formáját.\n\nAlulírott,\n[From.GetTitledName];Il nous faut admettre que nous partageons vos préoccupations concernant la croissante opulence du [Root.PlotTarget.GetTitledName]. Dans l’intérêt du pays, nous [Root.PlotTarget.GetHerHim] contacterons sans attendre afin de parvenir au compromis que vous suggériez.\n\nSigné,\n[From.GetTitledName];[Root.PlotTarget.GetTitledName] növekvõ befolyását illetõen véleményeink egyeznek. A birodalom érdekében, kapcsolatot kell létesíteni [Root.PlotTarget.GetHerHim] személyével és kialakítani a javaslatod elfogadható formáját.\n\nAlulírott,\n[From.GetTitledName];;Debemos confesar que compartimos tu preocupación el aumento de la influencia de [Root.PlotTarget.GetTitledName]. Por el bien del reino, debemos contactar [Root.PlotTarget.GetHerHim] inmediatamente y alcanzar el compromiso que has sugerido.\n\nFirmado, \n[From.GetTitledName];;;;;;;;;x
EVTOPTA7501;Kiváló!;Excellent !;Kiváló!;;¡Excelente!;;;;;;;;;x
EVTTOOLTIP7501;Megkapja a jóváhagyó válaszod.;Reçoit votre réponse positive.;Megkapja a jóváhagyó válaszod.;;Recibe tu respuesta positiva.;;;;;;;;;x
EVTDESC7502;Ne legyél bolond, [Root.GetFirstName]! Nem hagyhatom, hogy ez a birodalom áldozatul essen a cselszövéseknek és az ármánykodásnak. Hagyjatok fel ezzel az ármánykodással, vagy esküszöm megbánjátok!\n\nAlulírott,\n[From.GetTitledName];Ne soyez pas idiot, [Root.GetFirstName] ! Moi vivant, vos sournoises intrigues ne vous permettront pas de démembrer ce pays. Abandonnez vos manigances maintenant ou, par Dieu, vous le regretterez !\n\nSigné,\n[From.GetTitledName];Ne legyél bolond, [Root.GetFirstName]! Nem hagyhatom, hogy ez a birodalom áldozatul essen a cselszövéseknek és az ármánykodásnak. Hagyjatok fel ezzel az ármánykodással, vagy esküszöm megbánjátok!\n\nAlulírott,\n[From.GetTitledName];;¡No seas estupido, [Root.GetFirstName]! No permitiré que este reino se parta en dos por culpa de las intrigas y contubernios. ¡Abandona estas pretensiones ahora mismo, o lo lamentaras!\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA7502;Értem.;Je vois.;Értem.;;Ya veo;;;;;;;;;x
EVTTOOLTIP7502;Megkapja a negatív hangnemû válaszod.;Reçoit votre réponse négative.;Megkapja a negatív hangnemû válaszod.;;Recibe tu respuesta negativa;;;;;;;;;x
EVTDESC7504;Drága [Root.GetTitle], reméljük levelünk jó egészségben ér. Olyan ügyben fordulunk feléd, hogy egyes elemek a birodalom belsõ egyensúlyát kívánják helyreállítani, és úgy gondolják erre a legjobb mód, ha önszántadból [From.PlotTargetTitle] területét egy másik hûbéresedhez juttatod. Meg vagyunk gyõzõdve róla, hogy elfogadod az ajánlatunk.\n\nAlulírott,\n[From.Liege.GetTitledName];Mon cher [Root.GetTitle], nous espérons que cette missive vous trouvera en bonne santé. Certaines factions nous pressent d’agir afin de restaurer l’équilibre précaire des forces du pays. Nous pensons qu’il serait mieux que vous abdiquiez volontairement le titre de votre [From.PlotTargetTitle] au profit de l’un de vos vassaux. Nous vous savons compréhensif.\n\nSigné,\n[From.Liege.GetTitledName];Drága [Root.GetTitle], reméljük levelünk jó egészségben ér. Olyan ügyben fordulunk feléd, hogy egyes elemek a birodalom belsõ egyensúlyát kívánják helyreállítani, és úgy gondolják erre a legjobb mód, ha önszántadból [From.PlotTargetTitle] területét egy másik hûbéresedhez juttatod. Meg vagyunk gyõzõdve róla, hogy elfogadod az ajánlatunk.\n\nAlulírott,\n[From.Liege.GetTitledName];;Mi querido [Root.GetTitle], esperamos que goces de buena salud al recibir esta carta. Se nos ha urgido por parte de un grupo interesado a resturar la precaria estabilidad del reino, y creemos que la mejor forma es que abdiques como [From.PlotTargetTitle] en uno de tus vasallos. Estamos seguros de que aceptarás.\n\nFirmado,\n[From.Liege.GetTitledName];;;;;;;;;x
EVTOPTA7504;Legyen.;Très bien.;Legyen.;;Muy bien;;;;;;;;;x
EVTOPTB7504;Megõrültetek?;Est-il devenu fou ?;Megõrültetek?;;¿Te has vuelto loco?;;;;;;;;;x
EVTTOOLTIP7504;[Root.PlotTarget.GetTitledName] egy sejtelmesen lezárt ultimátumot kap [Root.Liege.GetTitle] területét illetõen.;[Root.PlotTarget.GetTitledName] reçoit en guise d'ultimatum les menaces à peine voilées de [Root.Liege.GetTitle].;[Root.PlotTarget.GetTitledName] egy sejtelmesen lezárt ultimátumot kap [Root.Liege.GetTitle] területét illetõen.;;[Root.PlotTarget.GetTitledName] recibe un velado ultimatum por parte de [Root.Liege.GetTitle].;;;;;;;;;x
EVTDESC7505;Felzaklattad a birodalom kényes egyensúlyát, [From.PlotTarget.GetTitledFirstName]. Helyezd át [From.PlotTargetTitle.GetFullName] irányítását egy másik hûbéresedhez a többség érdekében, vagy készülj fel, hogy akaratunk fegyverrel juttatjuk érvényre.\n\nAlulírott,\n[From.GetTitledName];Vous avez ébranlé le délicat équilibre des forces du pays, [From.PlotTarget.GetTitledFirstName]. Abandonnez le contrôle du [From.PlotTargetTitle.GetFullName] à l’un de vos vassaux pour le bien de tous, ou nous vous l’imposerons, nos alliés et nous-mêmes, par la force des armes.\n\nSigné,\n[From.GetTitledName];Felzaklattad a birodalom kényes egyensúlyát, [From.PlotTarget.GetTitledFirstName]. Helyezd át [From.PlotTargetTitle.GetFullName] irányítását egy másik hûbéresedhez a többség érdekében, vagy készülj fel, hogy akaratunk fegyverrel juttatjuk érvényre.\n\nAlulírott,\n[From.GetTitledName];;Has puesto en peligro la delicada estabilidad del reino, [From.PlotTarget.GetTitledFirstName]. Entrega el poder en [From.PlotTargetTitle.GetFullName] a uno de tus vasallos en pro del bien común, no nos obligues a mi y a mis colegas a imponertelo por la vía de las armas.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA7505;Kevés választásom van.;Je n’ai pas vraiment le choix.;Kevés választásom van.;;No tengo otra opción;;;;;;;;;x
EVTOPTB7505;Soha!;Jamais !;Soha!;;¡Nunca!;;;;;;;;;x
EVTOPTC7505;Nincsen alkalmas hûbéresed, így magadra maradtál.;Il n’y a pas de vassaux adéquats, il vous faudra donc le prendre vous-même.;Nincsen alkalmas hûbéresed, így magadra maradtál.;;No hay vasallos disponibles, así que tendrás que adquirir el título tú mismo.;;;;;;;;;x
EVTTOOLTIP7505;[Root.PlotTarget.GetTitledName] egy levelet kap.;[Root.PlotTarget.GetTitledName] reçoit une lettre.;[Root.PlotTarget.GetTitledName] egy levelet kap.;;[Root.PlotTarget.GetTitledName] recibe una carta.;;;;;;;;;x
EVTDESC7506;Biztos vagyok benne, hogy az idõk végezetéig átkozod majd a nevem, elfogadom a követelésed, a béke érdekében.\n\nAlulírott,\n[From.GetTitledName];Bien qu’étant certain de devoir maudire votre nom jusqu’à la fin des temps pour cela, j’accepte votre demande afin de garantir la paix.\n\nSigné,\n[From.GetTitledName];Biztos vagyok benne, hogy az idõk végezetéig átkozod majd a nevem, elfogadom a követelésed, a béke érdekében.\n\nAlulírott,\n[From.GetTitledName];;Pese a que maldiciré tu nombre durante toda la eternidad, debo aceptar tus demandas de la paz.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA7506;Kiváló!;Excellent.;Kiváló!;;Excelente;;;;;;;;;x
EVTDESC7507;Elõbb vágom le saját karom, minthogy megadjam magam a [Root.PlotTargetTitle.GetFullName] cselszövésnek. Ha neked és a kis barátaidnak van bátorsága szembenézni velem, örömmel foglak az utolsó szálig levágni titeket. Gyerünk hát!\n\nAlulírott,\n[From.GetTitledName];A l'instar de ma main droite, jamais je ne renoncerais au [Root.PlotTargetTitle.GetFullName]. Si vos laquais et vous-même parvenez à trouver le courage de me faire face, c’est avec joie que je vous anéantirais jusqu’au dernier. Je vous attends !\n\nSigné,\n[From.GetTitledName];Elõbb vágom le saját karom, minthogy megadjam magam a [Root.PlotTargetTitle.GetFullName] cselszövésnek. Ha neked és a kis barátaidnak van bátorsága szembenézni velem, örömmel foglak az utolsó szálig levágni titeket. Gyerünk hát!\n\nAlulírott,\n[From.GetTitledName];;Entregaré antes mi brazo derecho que mi [Root.PlotTargetTitle.GetFullName]. Si tus amiguitos y tí teneis el coraje de enfrentaros a mi, veré gustoso como cae hasta vuestro último hombre. ¡Venid aquí!\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA7507;Drága [From.GetTitle], beléd fojtom ezeket a szavakat.;Ces paroles seront vos dernières, mon cher [From.GetTitle].;Drága [From.GetTitle], beléd fojtom ezeket a szavakat.;;Te arrepentirás de tus palabras, mi querido [From.GetTitle].;;;;;;;;;x
EVTOPTB7507;Lehet nem kéne egy háborút kockáztatnom;Je ne devrais peut-être pas risquer d’entrer en guerre…;Lehet nem kéne egy háborút kockáztatnom;;Tal vez no debería arriesgarme a una guerra...;;;;;;;;;x
EVTTOOLTIP7507;Ultimátum elutasítása.;Ultimatum rejeté.;Ultimátum elutasítása.;;Ultimatum rechazado;;;;;;;;;x
EVTDESC7508;Nehéz helyzetbe hoztál, uram, de ha úgy érzed ez a megfelelõ, hát legyen. Lemondok a titulusról..\n\nAlulírott,\n[From.GetTitledName];Vous me mettez en position délicate, mon Seigneur, mais si vous pensez que c’est le meilleur chemin à prendre, qu’il en soit ainsi. Je céderais le titre.\n\nSigné,\n[From.GetTitledName];Nehéz helyzetbe hoztál, uram, de ha úgy érzed ez a megfelelõ, hát legyen. Lemondok a titulusról..\n\nAlulírott,\n[From.GetTitledName];;Me has puesto en una situación dificil, mi señor, pero creo que esta es la solución más apropiada, así que así sea. Entregaré mi título.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA7508;Nagyon jó.;Très bien.;Nagyon jó.;;Muy Bien;;;;;;;;;x
EVTOPTA7509;Arcátlanság!;Quelle insolence !;Arcátlanság!;;¡Que insolencia!;;;;;;;;;x
EVTDESC7510;A [Root.Liege.GetTitle] sikeresen végrehajtotta az átadást. [Root.PlotTarget.GetTitledFirstName] ezentúl [Root.PlotTargetTitle.GetFullName] területének ura..;Le [Root.Liege.GetTitle] est parvenu à imposer l’abdication. [Root.PlotTarget.GetTitledFirstName] règne à présent sur le [Root.PlotTargetTitle.GetFullName].;A [Root.Liege.GetTitle] sikeresen végrehajtotta az átadást. [Root.PlotTarget.GetTitledFirstName] ezentúl [Root.PlotTargetTitle.GetFullName] területének ura..;;El [Root.Liege.GetTitle] ha conseguido convencerle de abdicar. [Root.PlotTarget.GetTitledFirstName] ahora gobiera el [Root.PlotTargetTitle.GetFullName].;;;;;;;;;x
EVTOPTA7510;Jó.;Bien.;Jó.;;Bien;;;;;;;;;x
EVTDESC7511;[Root.PlotTarget.GetTitledFirstName] visszautasította [Root.Liege.GetTitle] megfontolandó ajánlatát, hogy [Root.PlotTargetTitle.GetFullName] területét átadja, de legalább lehetõséget hagyott a hûbérurának a késöbbi visszavonásra. Úgy tûnik egyenlõre ezzel kell beérned.;[Root.PlotTarget.GetTitledFirstName] a refusé la raisonnable requête de [Root.Liege.GetTitle] lui enjoignant d’abdiquer le titre du [Root.PlotTargetTitle.GetFullName]. Peut-être cela incitera-il votre Seigneur à le lui révoquer ultérieurement. Il nous semble que vous devriez cependant vous en tenir à cet arrangement pour le moment.;[Root.PlotTarget.GetTitledFirstName] visszautasította [Root.Liege.GetTitle] megfontolandó ajánlatát, hogy [Root.PlotTargetTitle.GetFullName] területét átadja, de legalább lehetõséget hagyott a hûbérurának a késöbbi visszavonásra. Úgy tûnik egyenlõre ezzel kell beérned.;;[Root.PlotTarget.GetTitledFirstName] se ha negado a la razonable petición de abdicación que le ha formulado [Root.Liege.GetTitle], pero al menos esto le ha proporcionado motivos al soberano para revocarle el título en el futuro. Parace que tendrás que conformarte con este acuerdo por el momento.;;;;;;;;;x
EVTOPTA7511;Hát legyen.;Qu’il en soit ainsi.;Hát legyen.;;Así sea;;;;;;;;;x
EVTDESC7515;Néhány nemes titkos mesterkedésének hála, [From.GetTitledName] személyét arra kényszerítették, hogy átadja az [From.GetHerHis] egyik hercegségét. A megkönnyebülést követõen a birodalom urai úgy határoztak, hogy te vagy a legideálisabb jelölt a titulusra. Gratulálok, [From.GetTitle].;C’est par le biais de la secrète machination d’un gentilhomme que [From.GetTitledName] fut forcé d’abdiquer le titre de l’un de ses duchés. Après une longue délibération, les seigneurs du pays sont parvenus à la conclusion que vous êtes le candidat à la succession le moins menaçant pour eux. Félicitations, [From.GetTitle].;Néhány nemes titkos mesterkedésének hála, [From.GetTitledName] személyét arra kényszerítették, hogy átadja az [From.GetHerHis] egyik hercegségét. A megkönnyebülést követõen a birodalom urai úgy határoztak, hogy te vagy a legideálisabb jelölt a titulusra. Gratulálok, [From.GetTitle].;;Debido a las maquinaciones de una conspiración nobiliaria secreta, [From.GetTitledName] ha sido forzado a abdicar uno de sus ducados. Tras muchas deliberaciones, los nobles han decidido acordar que eres el candidato menos ofensivo para obtener el título. Felicidades, [From.GetTitle].;;;;;;;;;x
EVTOPTA7515;A jó dolgok a türelmesekkel történnek.;Tout advient à qui sait attendre.;A jó dolgok a türelmesekkel történnek.;;La paciencia siempre tiene su recompensa;;;;;;;;;x
EVTDESC7517;[From.GetTitledName] nem talált megfelelõ jelöltet a titulusnak, tehát így inkább meghagyták neked, tegyél azt vele, amit akarsz.;[From.GetTitledName] n’a pas de vassaux éligibles pour recevoir le titre. Il vous est donc confié afin que vous en disposiez comme vous l’entendez.;[From.GetTitledName] nem talált megfelelõ jelöltet a titulusnak, tehát így inkább meghagyták neked, tegyél azt vele, amit akarsz.;;[From.GetTitledName] no tiene vasallos que puedan recibir el título, así que los has recibido tú para hacer con él lo que dispongas conveniente.;;;;;;;;;x
PLOT_TOOLTIP_WEAKEN_VASSAL;[This.Holder.GetTitledName] a továbbiakban nem a [This.GetFullName] titulus birtokosa.;[This.Holder.GetTitledName] n’est plus le seigneur de [This.GetFullName].;[This.Holder.GetTitledName] a továbbiakban nem a [This.GetFullName] titulus birtokosa.;;[This.Holder.GetTitledName] ha dejado de ser el gobernante de [This.GetFullName].;;;;;;;;;x
CB_NAME_WEAKEN_VASSAL;[Title.GetName] követelése.;Revendiquer [Title.GetName];[Title.GetName] követelése.;;Reclama [Title.GetName];;;;;;;;;x
VASSAL_TRANSFER_SETUP;Hûbéres átadásra került;Un vassal a été transféré;Hûbéres átadásra került;;Un vasallo ha sido transferido;;;;;;;;;x
VASSAL_TRANSFER_LOG;$OLD_LIEGE$ átadta $VASSAL$ hûbéresét $NEW_LIEGE$ számára.;$OLD_LIEGE$ a transféré la vassalité de $VASSAL$ à $NEW_LIEGE$;$OLD_LIEGE$ átadta $VASSAL$ hûbéresét $NEW_LIEGE$ számára.;;$OLD_LIEGE$ ha transferido el vasallaje de $VASSAL$ a $NEW_LIEGE$;;;;;;;;;x
WAR_NAME_WEAKEN_VASSAL;Háború egy új birtokosért $OTHER_TITLE$ területére.;Guerre pour un nouveau seigneur de $OTHER_TITLE$.;Háború egy új birtokosért $OTHER_TITLE$ területére.;;Guerra para instalar un nuevo gobernante en $OTHER_TITLE$.;;;;;;;;;x
TRIGGER_ATTACKER;Támadóm;Agresseur principal;Támadóm;;Atacante Principal;;;;;;;;;x
TRIGGER_MOST_PART_ATTACKER;Támadó a legnagyobb részvétellel;Agresseur le plus contributif;Támadó a legnagyobb részvétellel;;Atacante que más contribuyó;;;;;;;;;x
TRIGGER_DEFENDER;Védelmezõim;Défenseur principal;Védelmezõim;;Defensor Principal;;;;;;;;;x
TRIGGER_MOST_PART_DEFENDER;Védelmezõ a legnagyobb részvétellel;Défenseur le plus contributif;Védelmezõ a legnagyobb részvétellel;;Defensor que más contribuyó;;;;;;;;;x
CHAR_IS_NOT;Karakter NEM egy;Le personnage n’est pas;Karakter NEM egy;;El personaje NO es;;;;;;;;;x
CHAR_IS;Karakter egy;Le personnage est;Karakter egy;;El personaje es;;;;;;;;;x
CHAR_EXISTS;Karakter létezik;Le personnage existe;Karakter létezik;;El personaje existe;;;;;;;;;x
THREAT_NOT_DE_JURE_LIEGE;Nem egy de jure hûbéres;N’est pas un vassal légitime;Nem egy de jure hûbéres;;No es un vasallo de iure;;;;;;;;;x
THREAT_INFIDEL;Hitetlen;Infidèle;Hitetlen;;Infiel;;;;;;;;;x
THREAT_FOREIGNER;Idegen;Étranger;Idegen;;Extranjero;;;;;;;;;x
THREAT_LOW_LEVIES;Kimerült katonák;Levées féodales insuffisantes;Kimerült katonák;;Levas agotadas;;;;;;;;;x
THREAT_OTHER_INDEP_WARS;Jelenlegi függetlenségi felkelések;Révoltes indépendantistes en cours;Jelenlegi függetlenségi felkelések;;Revueltas independentistas actuales;;;;;;;;;x
force_converting;Erõszakos térítés;Conversion forcée;Erõszakos térítés;;Conversión Forzosa;;;;;;;;;x
EVTTOOLTIP3336;nem engedhetjük, hogy ez így folytatódjon! Meg kell mondanom [This.GetTitledFirstName] személyének, hogy az [This.GetHerHis] viselkedése milyen felelõtlen!;ne peut pas permettre de continuer ainsi ! Je dois dire à [This.GetTitledFirstName] à quel point son comportement est irresponsable !;nem engedhetjük, hogy ez így folytatódjon! Meg kell mondanom [This.GetTitledFirstName] személyének, hogy az [This.GetHerHis] viselkedése milyen felelõtlen!;;¡No es aceptable que esto siga así! ¡Debo decirle a [This.GetTitledFirstName] lo irresponsabe de su conducta!;;;;;;;;;x
SongsOfAlbionDLC;Songs of Albion;Chansons d'Albion;Songs of Albion;;Canciones de Albion;;;;;;;;;x
SongsOfFaithDLC;Songs of Faith;Chansons de la Foi;Songs of Faith;;Canciones de la Fe;;;;;;;;;x
SongsOfTheHolyLandDLC;Songs of the Holy Land;Chansons de la Terre Sainte;Songs of the Holy Land;;Canciones de la Tierra Santa;;;;;;;;;x
